"Chidamber-Kemerer metrics,dom., 3 dez. 2023 19:32:17 GMT-03:00"
"Class,CBO,DIT,LCOM,NOC,RFC,WMC"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorBaseDescriptor,21,1,1,4,18,15"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorBaseDescriptor.MyEntry,2,1,2,0,4,4"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorCombiner,14,2,1,0,15,4"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorDescriptor,n/a,n/a,n/a,n/a,3,n/a"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorJob,23,1,1,0,40,17"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorJobBase,10,1,1,0,14,10"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorMapper,11,2,2,0,11,4"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorReducer,15,2,2,0,15,3"
"org.apache.hadoop.mapreduce.lib.aggregate.ValueHistogram,4,1,1,1,35,16"
"org.apache.hadoop.mapreduce.lib.chain.Chain,28,1,2,1,70,54"
"org.apache.hadoop.mapreduce.lib.chain.Chain.ChainBlockingQueue,5,1,1,0,9,8"
"org.apache.hadoop.mapreduce.lib.chain.Chain.ChainRecordReader,9,2,4,0,15,12"
"org.apache.hadoop.mapreduce.lib.chain.Chain.ChainRecordWriter,8,2,1,0,11,7"
"org.apache.hadoop.mapreduce.lib.chain.Chain.KeyValuePair,5,1,0,0,2,2"
"org.apache.hadoop.mapreduce.lib.chain.Chain.MapRunner,5,2,1,0,8,4"
"org.apache.hadoop.mapreduce.lib.chain.Chain.ReduceRunner,4,2,1,0,6,3"
"org.apache.hadoop.mapreduce.lib.chain.ChainMapContextImpl,23,1,4,0,98,52"
"org.apache.hadoop.mapreduce.lib.chain.ChainMapper,12,2,2,0,19,6"
"org.apache.hadoop.mapreduce.lib.chain.ChainReduceContextImpl,21,1,3,0,101,52"
"org.apache.hadoop.mapreduce.lib.chain.ChainReducer,13,2,3,0,22,7"
"org.apache.hadoop.mapreduce.lib.chain.TestChainErrors,16,2,1,0,18,6"
"org.apache.hadoop.mapreduce.lib.chain.TestChainErrors.ConsumeMap,5,2,1,0,1,1"
"org.apache.hadoop.mapreduce.lib.chain.TestChainErrors.ConsumeReduce,5,2,1,0,1,1"
"org.apache.hadoop.mapreduce.lib.chain.TestChainErrors.FailMap,6,2,1,0,4,2"
"org.apache.hadoop.mapreduce.lib.chain.TestChainErrors.FailReduce,5,2,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain,19,2,1,0,26,6"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.AMap,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.BMap,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.CMap,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.DMap,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.EMap,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.FMap,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.IDMap,14,2,1,6,9,4"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.IDReduce,9,2,1,1,9,5"
"org.apache.hadoop.mapreduce.lib.chain.TestMapReduceChain.RReduce,2,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.chain.TestSingleElementChain,11,2,1,0,13,2"
"org.apache.hadoop.mapreduce.lib.db.BigDecimalSplitter,9,1,1,1,21,10"
"org.apache.hadoop.mapreduce.lib.db.BooleanSplitter,7,1,1,0,6,5"
"org.apache.hadoop.mapreduce.lib.db.DBConfiguration,22,1,1,1,39,35"
"org.apache.hadoop.mapreduce.lib.db.DBInputFormat,24,2,3,2,62,23"
"org.apache.hadoop.mapreduce.lib.db.DBInputFormat.DBInputSplit,15,2,2,2,10,8"
"org.apache.hadoop.mapreduce.lib.db.DBInputFormat.NullDBWritable,6,1,4,1,4,4"
"org.apache.hadoop.mapreduce.lib.db.DBOutputFormat,17,2,3,1,34,17"
"org.apache.hadoop.mapreduce.lib.db.DBOutputFormat.DBRecordWriter,7,2,1,1,19,6"
"org.apache.hadoop.mapreduce.lib.db.DBRecordReader,18,2,2,4,44,32"
"org.apache.hadoop.mapreduce.lib.db.DBSplitter,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.hadoop.mapreduce.lib.db.DBWritable,n/a,n/a,n/a,n/a,2,n/a"
"org.apache.hadoop.mapreduce.lib.db.DataDrivenDBInputFormat,26,3,2,1,49,23"
"org.apache.hadoop.mapreduce.lib.db.DataDrivenDBInputFormat.DataDrivenDBInputSplit,12,3,2,0,9,7"
"org.apache.hadoop.mapreduce.lib.db.DataDrivenDBRecordReader,10,3,1,2,21,8"
"org.apache.hadoop.mapreduce.lib.db.DateSplitter,8,2,1,1,27,19"
"org.apache.hadoop.mapreduce.lib.db.DriverForTest,4,1,7,0,19,8"
"org.apache.hadoop.mapreduce.lib.db.DriverForTest.FakeConnection,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.hadoop.mapreduce.lib.db.FloatSplitter,8,1,1,0,11,6"
"org.apache.hadoop.mapreduce.lib.db.IntegerSplitter,10,1,1,1,11,10"
"org.apache.hadoop.mapreduce.lib.db.MySQLDBRecordReader,6,3,1,0,7,2"
"org.apache.hadoop.mapreduce.lib.db.MySQLDataDrivenDBRecordReader,7,4,1,0,7,2"
"org.apache.hadoop.mapreduce.lib.db.OracleDBRecordReader,9,3,2,0,30,9"
"org.apache.hadoop.mapreduce.lib.db.OracleDataDrivenDBInputFormat,14,4,2,1,12,4"
"org.apache.hadoop.mapreduce.lib.db.OracleDataDrivenDBRecordReader,7,4,0,0,3,1"
"org.apache.hadoop.mapreduce.lib.db.OracleDateSplitter,3,3,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.db.TestDBJob,3,2,1,0,5,2"
"org.apache.hadoop.mapreduce.lib.db.TestDBOutputFormat,8,1,1,0,20,4"
"org.apache.hadoop.mapreduce.lib.db.TestDataDrivenDBInputFormat,17,2,1,0,44,10"
"org.apache.hadoop.mapreduce.lib.db.TestDataDrivenDBInputFormat.DateCol,3,1,2,0,15,8"
"org.apache.hadoop.mapreduce.lib.db.TestDataDrivenDBInputFormat.ValMapper,5,2,1,0,3,1"
"org.apache.hadoop.mapreduce.lib.db.TestDbClasses,22,1,3,0,26,5"
"org.apache.hadoop.mapreduce.lib.db.TestDbClasses.OracleDataDrivenDBInputFormatForTest,5,5,2,0,6,2"
"org.apache.hadoop.mapreduce.lib.db.TestIntegerSplitter,2,1,1,0,16,13"
"org.apache.hadoop.mapreduce.lib.db.TestSplitters,10,1,1,0,25,8"
"org.apache.hadoop.mapreduce.lib.db.TestTextSplitter,2,1,8,0,21,15"
"org.apache.hadoop.mapreduce.lib.db.TextSplitter,9,2,1,0,33,17"
"org.apache.hadoop.mapreduce.lib.fieldsel.FieldSelectionHelper,8,1,2,0,25,31"
"org.apache.hadoop.mapreduce.lib.fieldsel.FieldSelectionMapper,9,2,1,0,19,2"
"org.apache.hadoop.mapreduce.lib.fieldsel.FieldSelectionReducer,8,2,1,0,15,3"
"org.apache.hadoop.mapreduce.lib.fieldsel.TestMRFieldSelection,10,1,1,0,27,4"
"org.apache.hadoop.mapreduce.lib.input.BaseLineRecordReaderHelper,9,1,4,2,8,5"
"org.apache.hadoop.mapreduce.lib.input.BaseTestLineRecordReaderBZip2,10,1,2,2,46,23"
"org.apache.hadoop.mapreduce.lib.input.BaseTestLineRecordReaderBZip2.RecordCountAssert,6,1,1,0,25,17"
"org.apache.hadoop.mapreduce.lib.input.BaseTestLineRecordReaderBZip2.SplitRange,3,1,1,0,13,8"
"org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat,29,3,4,6,74,56"
"org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat.MultiPathFilter,3,1,1,0,12,8"
"org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat.OneBlockInfo,7,1,0,0,5,4"
"org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat.OneFileInfo,11,1,3,0,31,20"
"org.apache.hadoop.mapreduce.lib.input.CombineFileRecordReader,17,2,1,0,32,17"
"org.apache.hadoop.mapreduce.lib.input.CombineFileRecordReaderWrapper,14,2,1,3,28,11"
"org.apache.hadoop.mapreduce.lib.input.CombineFileSplit,36,2,1,3,30,31"
"org.apache.hadoop.mapreduce.lib.input.CombineSequenceFileInputFormat,8,4,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.CombineSequenceFileInputFormat.SequenceFileRecordReaderWrapper,5,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.CombineTextInputFormat,10,4,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.CombineTextInputFormat.TextRecordReaderWrapper,7,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.CompressedSplitLineReader,8,3,1,0,11,10"
"org.apache.hadoop.mapreduce.lib.input.DelegatingInputFormat,15,2,2,0,26,10"
"org.apache.hadoop.mapreduce.lib.input.DelegatingMapper,7,2,1,0,8,2"
"org.apache.hadoop.mapreduce.lib.input.DelegatingRecordReader,8,2,1,0,18,7"
"org.apache.hadoop.mapreduce.lib.input.FileInputFormat,116,2,1,10,97,69"
"org.apache.hadoop.mapreduce.lib.input.FileInputFormat.Counter,2,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.input.FileInputFormat.MultiPathFilter,3,1,1,0,3,4"
"org.apache.hadoop.mapreduce.lib.input.FileInputFormatCounter,5,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.input.FileSplit,44,2,2,0,19,15"
"org.apache.hadoop.mapreduce.lib.input.FixedLengthInputFormat,13,3,2,0,11,5"
"org.apache.hadoop.mapreduce.lib.input.FixedLengthRecordReader,23,2,1,0,38,26"
"org.apache.hadoop.mapreduce.lib.input.InvalidInputException,4,4,1,0,13,6"
"org.apache.hadoop.mapreduce.lib.input.KeyValueLineRecordReader,10,2,2,0,23,17"
"org.apache.hadoop.mapreduce.lib.input.KeyValueTextInputFormat,15,3,2,1,8,3"
"org.apache.hadoop.mapreduce.lib.input.LineRecordReader,41,2,1,1,54,28"
"org.apache.hadoop.mapreduce.lib.input.LineRecordReaderHelper,9,2,1,0,14,4"
"org.apache.hadoop.mapreduce.lib.input.MultipleInputs,13,1,1,0,20,9"
"org.apache.hadoop.mapreduce.lib.input.NLineInputFormat,24,3,2,0,30,13"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileAsBinaryInputFormat,7,4,1,0,2,2"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileAsBinaryInputFormat.SequenceFileAsBinaryRecordReader,13,2,1,0,31,14"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileAsTextInputFormat,7,4,1,0,5,2"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileAsTextRecordReader,9,2,1,0,16,10"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter,19,4,2,0,11,3"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter.Filter,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter.FilterBase,6,1,1,4,1,1"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter.FilterRecordReader,6,3,1,0,10,6"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter.MD5Filter,7,2,1,0,25,13"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter.PercentFilter,6,2,1,0,8,8"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFilter.RegexFilter,5,2,1,0,12,5"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileInputFormat,29,3,3,3,13,5"
"org.apache.hadoop.mapreduce.lib.input.SequenceFileRecordReader,15,2,1,1,19,10"
"org.apache.hadoop.mapreduce.lib.input.SplitLineReader,6,2,1,2,5,3"
"org.apache.hadoop.mapreduce.lib.input.TaggedInputSplit,16,2,1,0,31,13"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat,36,1,4,0,118,160"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.ChildRRInputFormat,9,4,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.DummyInputFormat,7,4,1,1,1,1"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.DummyInputFormat1,8,5,1,0,7,2"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.DummyRecordReader,10,2,2,0,13,9"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.MissingBlockFileSystem,7,4,1,0,15,5"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.Split,1,1,3,0,6,6"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileInputFormat.TestFilter,3,1,1,0,7,4"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileRecordReader,9,1,1,0,19,2"
"org.apache.hadoop.mapreduce.lib.input.TestCombineFileRecordReader.TextRecordReaderWrapper,7,3,0,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.TestCombineSequenceFileInputFormat,21,1,1,0,47,10"
"org.apache.hadoop.mapreduce.lib.input.TestCombineSequenceFileInputFormat.Range,1,1,0,0,2,2"
"org.apache.hadoop.mapreduce.lib.input.TestCombineTextInputFormat,24,1,1,0,62,20"
"org.apache.hadoop.mapreduce.lib.input.TestCombineTextInputFormat.Range,1,1,0,0,2,2"
"org.apache.hadoop.mapreduce.lib.input.TestDelegatingInputFormat,16,1,1,0,23,7"
"org.apache.hadoop.mapreduce.lib.input.TestDelegatingInputFormat.MapClass,3,2,0,0,0,0"
"org.apache.hadoop.mapreduce.lib.input.TestDelegatingInputFormat.MapClass2,2,3,0,0,0,0"
"org.apache.hadoop.mapreduce.lib.input.TestFileInputFormat,20,1,2,0,82,30"
"org.apache.hadoop.mapreduce.lib.input.TestFileInputFormat.MockFileSystem,15,4,4,0,16,7"
"org.apache.hadoop.mapreduce.lib.input.TestFixedLengthInputFormat,21,1,1,0,82,36"
"org.apache.hadoop.mapreduce.lib.input.TestLineRecordReader,14,1,1,0,73,52"
"org.apache.hadoop.mapreduce.lib.input.TestLineRecordReaderBZip2,4,2,1,0,3,1"
"org.apache.hadoop.mapreduce.lib.input.TestLineRecordReaderJobs,9,1,1,0,24,5"
"org.apache.hadoop.mapreduce.lib.input.TestMRCJCFileInputFormat,15,1,5,0,37,9"
"org.apache.hadoop.mapreduce.lib.input.TestMRCJCFileInputFormat.DummyInputFormat,6,3,1,0,1,1"
"org.apache.hadoop.mapreduce.lib.input.TestMRCJCFileInputFormat.FileInputFormatForTest,11,3,2,0,14,7"
"org.apache.hadoop.mapreduce.lib.input.TestMRKeyValueTextInputFormat,20,1,1,0,77,23"
"org.apache.hadoop.mapreduce.lib.input.TestMRSequenceFileAsBinaryInputFormat,17,1,1,0,40,4"
"org.apache.hadoop.mapreduce.lib.input.TestMRSequenceFileAsTextInputFormat,21,1,1,0,40,6"
"org.apache.hadoop.mapreduce.lib.input.TestMRSequenceFileInputFilter,24,1,1,0,49,14"
"org.apache.hadoop.mapreduce.lib.input.TestMultipleInputs,16,2,3,0,46,10"
"org.apache.hadoop.mapreduce.lib.input.TestMultipleInputs.KeyValueMapClass,5,2,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.TestMultipleInputs.MapClass,6,2,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.input.TestMultipleInputs.ReducerClass,6,2,1,0,5,2"
"org.apache.hadoop.mapreduce.lib.input.TestNLineInputFormat,17,1,1,0,31,9"
"org.apache.hadoop.mapreduce.lib.input.TextInputFormat,35,3,2,3,8,4"
"org.apache.hadoop.mapreduce.lib.input.UncompressedSplitLineReader,8,3,1,0,8,12"
"org.apache.hadoop.mapreduce.lib.jobcontrol.ControlledJob,21,1,1,1,49,41"
"org.apache.hadoop.mapreduce.lib.jobcontrol.ControlledJob.State,6,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.jobcontrol.JobControl,13,1,1,1,57,49"
"org.apache.hadoop.mapreduce.lib.jobcontrol.JobControl.ThreadState,3,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.jobcontrol.TestControlledJob,3,1,2,0,6,2"
"org.apache.hadoop.mapreduce.lib.jobcontrol.TestJobControl,3,1,1,0,8,1"
"org.apache.hadoop.mapreduce.lib.jobcontrol.TestMapReduceJobControl,10,2,1,0,40,11"
"org.apache.hadoop.mapreduce.lib.jobcontrol.TestMapReduceJobControlWithMocks,6,1,1,0,30,12"
"org.apache.hadoop.mapreduce.lib.join.ArrayListBackedIterator,6,1,1,1,18,11"
"org.apache.hadoop.mapreduce.lib.join.ComposableInputFormat,9,2,1,1,1,0"
"org.apache.hadoop.mapreduce.lib.join.ComposableRecordReader,14,2,8,2,8,0"
"org.apache.hadoop.mapreduce.lib.join.CompositeInputFormat,25,2,2,0,39,14"
"org.apache.hadoop.mapreduce.lib.join.CompositeInputSplit,12,2,1,0,35,20"
"org.apache.hadoop.mapreduce.lib.join.CompositeRecordReader,24,3,4,2,58,47"
"org.apache.hadoop.mapreduce.lib.join.CompositeRecordReader.JoinCollector,10,1,1,0,20,28"
"org.apache.hadoop.mapreduce.lib.join.InnerJoinRecordReader,7,5,1,0,5,4"
"org.apache.hadoop.mapreduce.lib.join.JoinRecordReader,13,4,2,2,16,9"
"org.apache.hadoop.mapreduce.lib.join.JoinRecordReader.JoinDelegationIterator,5,1,2,0,15,7"
"org.apache.hadoop.mapreduce.lib.join.MultiFilterRecordReader,14,4,4,1,20,11"
"org.apache.hadoop.mapreduce.lib.join.MultiFilterRecordReader.MultiFilterDelegationIterator,5,1,2,0,17,8"
"org.apache.hadoop.mapreduce.lib.join.OuterJoinRecordReader,7,5,1,0,4,2"
"org.apache.hadoop.mapreduce.lib.join.OverrideRecordReader,12,5,2,0,31,14"
"org.apache.hadoop.mapreduce.lib.join.Parser,8,1,1,0,22,10"
"org.apache.hadoop.mapreduce.lib.join.Parser.CNode,14,4,2,0,47,19"
"org.apache.hadoop.mapreduce.lib.join.Parser.Lexer,5,1,1,0,14,11"
"org.apache.hadoop.mapreduce.lib.join.Parser.Node,10,3,4,2,15,6"
"org.apache.hadoop.mapreduce.lib.join.Parser.NodeToken,4,2,1,0,3,2"
"org.apache.hadoop.mapreduce.lib.join.Parser.NumToken,3,2,1,0,3,2"
"org.apache.hadoop.mapreduce.lib.join.Parser.StrToken,3,2,1,0,3,2"
"org.apache.hadoop.mapreduce.lib.join.Parser.TType,8,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.join.Parser.Token,9,1,4,3,6,5"
"org.apache.hadoop.mapreduce.lib.join.Parser.WNode,19,4,2,0,39,12"
"org.apache.hadoop.mapreduce.lib.join.Parser.WrappedStatusReporter,5,2,1,0,11,6"
"org.apache.hadoop.mapreduce.lib.join.ResetableIterator,n/a,n/a,n/a,n/a,7,n/a"
"org.apache.hadoop.mapreduce.lib.join.ResetableIterator.EMPTY,4,1,7,1,8,7"
"org.apache.hadoop.mapreduce.lib.join.StreamBackedIterator,5,1,1,1,22,14"
"org.apache.hadoop.mapreduce.lib.join.StreamBackedIterator.ReplayableByteInputStream,1,3,1,0,4,2"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge,33,1,2,0,65,41"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.InnerJoinMapChecker,6,3,1,0,8,3"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.InnerJoinReduceChecker,2,3,1,0,1,1"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.OuterJoinMapChecker,6,3,1,0,8,6"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.OuterJoinReduceChecker,2,3,1,0,1,2"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.OverrideMapChecker,5,3,1,0,5,2"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.OverrideReduceChecker,2,3,1,0,1,2"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.SimpleCheckerMapBase,10,2,1,3,4,1"
"org.apache.hadoop.mapreduce.lib.join.TestJoinDatamerge.SimpleCheckerReduceBase,10,2,2,3,8,3"
"org.apache.hadoop.mapreduce.lib.join.TestJoinProperties,21,1,1,0,67,53"
"org.apache.hadoop.mapreduce.lib.join.TestJoinProperties.TestType,1,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.join.TestJoinTupleWritable,11,1,4,0,44,30"
"org.apache.hadoop.mapreduce.lib.join.TestWrappedRRClassloader,12,1,1,0,19,1"
"org.apache.hadoop.mapreduce.lib.join.TestWrappedRRClassloader.Fake_ClassLoader,2,2,0,0,0,0"
"org.apache.hadoop.mapreduce.lib.join.TestWrappedRRClassloader.IF_ClassLoaderChecker,7,3,1,0,4,2"
"org.apache.hadoop.mapreduce.lib.join.TestWrappedRRClassloader.RR_ClassLoaderChecker,5,3,0,0,3,1"
"org.apache.hadoop.mapreduce.lib.join.TupleWritable,30,1,1,1,51,44"
"org.apache.hadoop.mapreduce.lib.join.WrappedRecordReader,15,3,1,0,42,30"
"org.apache.hadoop.mapreduce.lib.map.InverseMapper,5,2,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.map.MultithreadedMapper,13,2,1,0,23,12"
"org.apache.hadoop.mapreduce.lib.map.MultithreadedMapper.MapRunner,14,2,1,0,12,2"
"org.apache.hadoop.mapreduce.lib.map.MultithreadedMapper.SubMapRecordReader,9,2,3,0,11,7"
"org.apache.hadoop.mapreduce.lib.map.MultithreadedMapper.SubMapRecordWriter,5,2,2,0,3,2"
"org.apache.hadoop.mapreduce.lib.map.MultithreadedMapper.SubMapStatusReporter,6,2,1,0,10,5"
"org.apache.hadoop.mapreduce.lib.map.RegexMapper,10,2,1,0,13,3"
"org.apache.hadoop.mapreduce.lib.map.TestMultithreadedMapper,8,2,1,0,18,8"
"org.apache.hadoop.mapreduce.lib.map.TestMultithreadedMapper.IDMap,7,2,1,0,7,4"
"org.apache.hadoop.mapreduce.lib.map.TokenCounterMapper,6,2,1,0,9,2"
"org.apache.hadoop.mapreduce.lib.map.WrappedMapper,10,2,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.map.WrappedMapper.Context,22,2,1,0,101,51"
"org.apache.hadoop.mapreduce.lib.output.BindingPathOutputCommitter,13,3,2,0,42,21"
"org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,42,3,4,6,87,90"
"org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter.CommittedTaskFilter,3,1,1,0,3,1"
"org.apache.hadoop.mapreduce.lib.output.FileOutputCommitterFactory,5,3,1,0,2,1"
"org.apache.hadoop.mapreduce.lib.output.FileOutputFormat,131,2,3,7,59,19"
"org.apache.hadoop.mapreduce.lib.output.FileOutputFormat.Counter,2,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.output.FileOutputFormatCounter,5,n/a,2,n/a,2,0"
"org.apache.hadoop.mapreduce.lib.output.FilterOutputFormat,6,2,1,1,10,7"
"org.apache.hadoop.mapreduce.lib.output.FilterOutputFormat.FilterRecordWriter,3,2,1,1,8,6"
"org.apache.hadoop.mapreduce.lib.output.LazyOutputFormat,14,3,1,0,15,9"
"org.apache.hadoop.mapreduce.lib.output.LazyOutputFormat.LazyRecordWriter,5,3,1,0,6,5"
"org.apache.hadoop.mapreduce.lib.output.MapFileOutputFormat,26,3,2,0,21,10"
"org.apache.hadoop.mapreduce.lib.output.MultipleOutputs,21,1,2,0,78,34"
"org.apache.hadoop.mapreduce.lib.output.MultipleOutputs.RecordWriterWithCounter,5,2,1,0,7,3"
"org.apache.hadoop.mapreduce.lib.output.MultipleOutputs.WrappedStatusReporter,5,2,1,0,11,6"
"org.apache.hadoop.mapreduce.lib.output.NamedCommitterFactory,9,3,1,0,13,3"
"org.apache.hadoop.mapreduce.lib.output.NullOutputFormat,20,2,3,1,3,13"
"org.apache.hadoop.mapreduce.lib.output.PartialFileOutputCommitter,13,4,2,1,28,8"
"org.apache.hadoop.mapreduce.lib.output.PartialOutputCommitter,n/a,n/a,n/a,n/a,1,n/a"
"org.apache.hadoop.mapreduce.lib.output.PathOutputCommitter,27,2,2,7,10,4"
"org.apache.hadoop.mapreduce.lib.output.PathOutputCommitterFactory,21,2,1,6,21,7"
"org.apache.hadoop.mapreduce.lib.output.SequenceFileAsBinaryOutputFormat,18,4,2,0,18,9"
"org.apache.hadoop.mapreduce.lib.output.SequenceFileAsBinaryOutputFormat.WritableValueBytes,5,1,2,1,10,6"
"org.apache.hadoop.mapreduce.lib.output.SequenceFileOutputFormat,31,3,1,1,19,7"
"org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter,35,1,1,0,124,61"
"org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter.CommitterWithFailedThenSucceed,4,4,1,0,5,3"
"org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter.FakeFileSystem,3,4,2,0,6,3"
"org.apache.hadoop.mapreduce.lib.output.TestFileOutputCommitter.RLFS,4,4,1,0,9,4"
"org.apache.hadoop.mapreduce.lib.output.TestFileOutputFormat,8,1,2,0,14,4"
"org.apache.hadoop.mapreduce.lib.output.TestJobOutputCommitter,15,2,1,0,33,16"
"org.apache.hadoop.mapreduce.lib.output.TestJobOutputCommitter.CommitterWithCustomAbort,11,4,1,0,10,3"
"org.apache.hadoop.mapreduce.lib.output.TestJobOutputCommitter.CommitterWithCustomDeprecatedCleanup,9,4,1,0,10,2"
"org.apache.hadoop.mapreduce.lib.output.TestJobOutputCommitter.MyOutputFormatWithCustomAbort,7,4,1,0,3,2"
"org.apache.hadoop.mapreduce.lib.output.TestJobOutputCommitter.MyOutputFormatWithCustomCleanup,7,4,1,0,3,2"
"org.apache.hadoop.mapreduce.lib.output.TestMRCJCFileOutputCommitter,25,1,1,0,59,8"
"org.apache.hadoop.mapreduce.lib.output.TestMRCJCFileOutputCommitter.FakeFileSystem,3,4,2,0,6,3"
"org.apache.hadoop.mapreduce.lib.output.TestMRMultipleOutputs,27,2,3,0,63,19"
"org.apache.hadoop.mapreduce.lib.output.TestMRMultipleOutputs.MOJavaSerDeMap,7,2,1,0,10,4"
"org.apache.hadoop.mapreduce.lib.output.TestMRMultipleOutputs.MOJavaSerDeReduce,6,2,1,0,11,5"
"org.apache.hadoop.mapreduce.lib.output.TestMRMultipleOutputs.MOMap,8,2,1,0,12,4"
"org.apache.hadoop.mapreduce.lib.output.TestMRMultipleOutputs.MOReduce,8,2,1,0,13,5"
"org.apache.hadoop.mapreduce.lib.output.TestMRSequenceFileAsBinaryOutputFormat,31,1,2,0,67,6"
"org.apache.hadoop.mapreduce.lib.output.TestMapFileOutputFormat,4,1,2,0,6,2"
"org.apache.hadoop.mapreduce.lib.output.TestMapFileOutputFormat.MyPartitioner,4,2,1,0,3,3"
"org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitter,4,1,2,0,7,2"
"org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitter.SimpleCommitter,5,3,7,0,11,9"
"org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitter.TaskContext,17,1,49,0,53,52"
"org.apache.hadoop.mapreduce.lib.output.TestPathOutputCommitterFactory,20,1,1,0,51,26"
